CIK|Ticker|Name|Exchange|SIC|Business|Incorporated|IRS
1182129|AUXL|Auxilium Pharmaceuticals Inc|NASDAQ|2834|PA|DE|233016883
1011432|AUXO|Auxilio Inc|OTC|7389|CA|NV|880350448
1116521|AV|Avaya Inc|NYSE|3661|NJ|DE|223713430
104918|AVA|Avista Corp|NYSE|4931|WA|WA|910462470
744218|AVAN|Celldex Therapeutics Inc||2835|MA|DE|133191702
1368622|AVAV|Aerovironment Inc|NASDAQ|3721|CA|DE|952705790
915912|AVB|Avalonbay Communities Inc|NYSE|6798|VA|MD|770404318
919956|AVCA|Diversicare Healthcare Services Inc|NASDAQ|8051|TN|DE|621559667
737243|AVCC|Valentec Systems Inc||3480|LA|DE|592332857
315428|AVCS|Vantage Companies American||8741|NV|NV|42709807
1109808|AVCT|Avocent Corp||3577|AL|DE|912032368
5981|AVD|American Vanguard Corp|NYSE|2870|CA|DE|952588080
1054825|AVDI|Advanced Technology Industries Inc||6799|CA|DE|330751685
1095792|AVDS|Avalon Digital Marketing Systems Inc||7389|CA|NV|770511097
1325879|AVEO|Aveo Pharmaceuticals Inc|NASDAQ|2834|MA|DE|
1528903|AVG|Avg Technologies NV|NYSE|7372|P7||
1119046|AVGG|Advanced Technologies Group LTD|OTC|9995|NY|NV|860987213
932903|AVGN|Avigen Inc||2835|CA|DE|133647119
1441634|AVGO|Avago Technologies LTD|NASDAQ|3674|U0|U0|
39677|AVHI|Av Homes Inc|NASDAQ|1531|AZ|DE|231739078
896841|AVID|Avid Technology Inc|NASDAQ|3861|MA|DE|42977748
1048701|AVIT|Avani International Group Inc||2086|A1|NV|880367866
1499686|AVIV|Aviv REIT Inc|NYSE|6798|IL|MD|273200673
1219120|AVK|Advent Claymore Convertible Securities & Income Fund|NYSE||IL|DE|
701650|AVL|Aviall Inc|NYSE MKT|5080|TX|DE|650433083
1096620|AVMD|Advanced Medical Institute Inc||8090|C3|NV|880409144
354699|AVNA|Advance Nanotech Inc||3829|NY|DE|201614256
1161924|AVNC|Middlebrook Pharmaceuticals Inc||2834|MD||522208264
1405045|AVNF|Anvil Forest Products Inc||2452|A1|NV|
858803|AVNR|Avanir Pharmaceuticals Inc|NASDAQ|2834|CA|DE|330314804
878802|AVNT|Quadrant 4 Systems Corp||3669|IL|FL|650254624
1100006|AVNU|Avenue Group Inc||1311|NY|DE|980200077
1377789|AVNW|Aviat Networks Inc|NASDAQ|3663|CA|DE|
1056794|AVNX|Avanex Corp||3674|CA|DE|943285348
1125051|AVNY|Manaris Corp|OTC|4813|A8|NV|880467848
316537|AVOC|Avoca Inc||6792|LA|LA|720590868
1096656|AVOX|Averox Inc||9995|NV|NV|880407936
8868|AVP|Avon Products Inc|NYSE|2844|NY|NY|130544597
1323639|AVPA|180 Connect Inc||1731|CO|DE|202650200
930817|AVPN|Avp Inc||7997|CA|DE|980142664
1358110|AVR|Aventine Renewable Energy Inc|||NY||
823314|AVRC|Advanced Energy Recovery Inc||6199|KS|DE|841069416
710217|AVRT|Perceptronics Inc||3690|CA|DE|952577731
1285043|AVRW|Aventine Renewable Energy Holdings Inc|OTC|2860|IL|DE|
1162192|AVRX|Avalon Pharmaceuticals Inc|NYSE ARCA|2834|MD||522209310
852437|AVSO|Rand Worldwide Inc|NYSE MKT|7372|MA|DE|841035353
1111632|AVSR|Avistar Communications Corp|OTC|3576|CA|DE|880383089
707063|AVSY|Avatar Systems Inc||7372|TX|TX|
8858|AVT|Avnet Inc|NYSE|5065|AZ|NY|111890605
1431888|AVTC|Avt Inc|OTC|3580|CA|NV|113828743
1405249|AVTD|Artventive Medical Group Inc|OTC|1040|CA|NV|260148468
814008|AVTI|Avitar Inc|OTC|3842|MA|DE|61174053
1094847|AVUG|Oncovista Innovative Therapies Inc||2834|TX||
1416299|AVVC|Avatar Ventures Corp||3714|NV|NV|
1092534|AVVW|Avvaa World Health Care Products Inc||2834|A1|NV|883957140
789667|AVWI|Actionview International Inc||7900|CA|NV|870542172
859163|AVX|Avx Corp|NYSE|3670|SC|DE|330379007
1015441|AVXT|Avax Technologies Inc|OTC|2836|MO|DE|133575874
8818|AVY|Avery Dennison Corp|NYSE|2670|CA|DE|951492269
1311396|AVZA|Aviza Technology Inc||3559|CA|DE|201979646
848865|AW|Allied Waste Industries LLC|NYSE|4953|AZ|DE|880228636
1029863|AWA|America West Holdings Corp||4512|AZ|DE|860847214
1366684|AWAY|Homeaway Inc|NASDAQ|7374|TX|DE|200970381
726990|AWBC|Americanwest Bancorporation||6022|WA|WA|911259511
1138234|AWE|At&t Wireless Services Inc||4812|WA|DE|911379052
1162200|AWEC|Ameriwest Energy Corp||1400|WY|NV|980359930
906013|AWF|Alliancebernstein Global High Income Fund Inc|NYSE||NY|MD|
890881|AWG|Alliance World Dollar Government Fund Inc|||NY|MD|133680444
927914|AWGI|Alderwoods Group Inc|OTCBB|7200|OH|DE|521522627
1163348|AWH|Allied World Assurance Co Holdings AG|NYSE|6331|V8||
7431|AWI|Armstrong World Industries Inc|NYSE|3089|PA|PA|230366390
915390|AWIN|Arch Wireless Inc|NASDAQ|4812|MA|DE|311358569
1410636|AWK|American Water Works Company Inc|NYSE|4941|NJ|DE|510063696
1089531|AWLD|Kingold Jewelry Inc|NASDAQ|7389|NY|DE|133883101
1359504|AWMM|Atwood Minerals & Mining Corp||1000|A1|NV|980471652
1265840|AWNE|Americas Wind Energy Corp|OTC|3510|A6|NV|200177856
1390195|AWP|Alpine Global Premier Properties Fund|NYSE||NY|DE|208430002
1056903|AWR|American States Water Co|NYSE|4941|CA|CA|954676679
1026980|AWRCF|Asia Pacific Wire & Cable Corp LTD|NASDAQ|3357|F5|D0|
1015739|AWRE|Aware Inc|NASDAQ|3674|MA|MA|42911026
867687|AWSR|America West Resources Inc||1220|UT|NV|841152135
1048422|AWWC|Access Worldwide Communications Inc|OTC|8742|FL|DE|521309227
1061069|AWX|Avalon Holdings Corp|NYSE MKT|4953|OH|OH|341863889
1107389|AX|Archipelago Holdings Inc|NYSE ARCA|6200|IL||861075595
867665|AXAS|Abraxas Petroleum Corp|NASDAQ|1311|TX|NV|742584033
1374796|AXC|Advanced Technology Acquisition Corp|NYSE MKT|6770|L3|DE|680635064
727207|AXDX|Accelerate Diagnostics Inc|NASDAQ|3826|CO|DE|841072256
52795|AXE|Anixter International Inc|NYSE|5063|IL|DE|941658138
1413609|AXG|Atlas Acquisition Holdings Corp|NYSE MKT|6770|FL|DE|260852483
788738|AXGR|Axia Group Inc||8742|NV|NV|870509512
1514946|AXIM|Axim International Inc|OTCBB|6770|NV|NV|274092986
1399095|AXIO|Axiom Oil & Gas Corp|OTC|8742|AZ||270686445
1113643|AXJ|Axm Pharma Inc|NYSE MKT|2834|NV||200745214
1062231|AXL|American Axle & Manufacturing Holdings Inc|NYSE|3714|MI|DE|383161171
1002577|AXLE|TJT Inc|OTC|3790|ID|WA|820333246
805264|AXLL|Axiall Corp|NYSE|2821|GA|DE|581563799
1470177|AXLX|Axiologix Education Corp|OTC|7372|NJ|NV|611585332
947427|AXO|Axs One Inc||7372|NJ|DE|132966911
4962|AXP|American Express Co|NYSE|6199|NY|NY|134922250
1028153|AXPW|Axion Power International Inc|OTC|3690|PA|DE|650774638
6207|AXR|Amrep Corp|NYSE|6500|NJ|OK|590936128
45621|AXRX|Amexdrug Corp|OTC|5122|CA|CA|952251025
1214816|AXS|Axis Capital Holdings LTD|NYSE|6331|D0||
710597|AXSI|Axcess International Inc|OTC|7373|TX|DE|850294536
1092492|AXST|Axesstel Inc|OTC|3669|CA|NV|911982205
1386262|AXTG|Axis Technologies Group Inc|OTC|3612|NE||
1051627|AXTI|Axt Inc|NASDAQ|3674|CA|DE|943031310
1015172|AXTV|Axtive Corp||7372|TX|DE|133778895
1144130|AXVC|Axial Vector Engine Corp||3510|OR|NV|980353007
206030|AXYS|Axsys Technologies Inc||3827|CT|DE|111962029
1378451|AYA|Alyst Acquisition Corp|NYSE MKT|6770|NY|DE|205385199
3673|AYE|Allegheny Energy Inc||4911|PA|MD|135531602
1144215|AYI|Acuity Brands Inc|NYSE|3640|GA|DE|582632672
1162030|AYN|Alliance New York Municipal Income Fund|NYSE||NY||43593245
1362988|AYR|Aircastle LTD|NYSE|7359|CT|D0|980444035
1127454|AYSI|Alloy Steel International Inc|OTC|3320|||980233941
789606|AZGS|Aztec Oil & Gas Inc|OTC|1311|TX|NV|870430834
851726|AZMNE|Santa Fe Gold Corp||1000|AZ|DE|841094315
866787|AZO|Autozone Inc|NYSE|5531|TN|NV|621482048
1099561|AZOI|Lumonall Inc||2810|A6|NV|841517404
356942|AZPN|Aspen Technology Inc|NASDAQ||||
929940|AZPN|Aspen Technology Inc|NASDAQ|7371|MA|DE|42739697
1093673|AZRI|Azur International Inc||7389|FL||500015673
1518749|AZTAU|Azteca Acquisition Corp||6770|CA|D8|
1055458|AZTC|Aztec Technology Partners Inc||7377|VA|DE|43408450
852807|AZTR|Aztar Corp||7990|AZ|DE|860636534
1000897|AZUR|Azurel LTD||2844|NY||
8947|AZZ|Azz Inc|NYSE|3640|TX|TX|750948250
9984|B|Barnes Group Inc|NYSE|3490|CT|DE|60247840
12927|BA|Boeing Co|NYSE|3721|WA|DE|910425694
1529139|BAAP|Blackrock Alternatives Allocation FB Tei Portfolio LLC|||NY|DE|
1529140|BAAP|Blackrock Alternatives Allocation FB Portfolio LLC|||NY|DE|
1529141|BAAP|Blackrock Alternatives Allocation Tei Portfolio LLC|||NY|DE|
1529142|BAAP|Blackrock Alternatives Allocation Portfolio LLC|||NY|DE|
1529138|BAAPMASTER|Blackrock Alternatives Allocation Master Portfolio LLC|||NY|DE|
1123596|BABB|Bab Inc|OTC|2050|IL|DE|364389547
1345865|BABL|Physicians Remote Solutions Inc|OTC|7372|CT|FL|223914075
878526|BABY|Natus Medical Inc|NASDAQ|3845|CA|DE|770154833
70858|BAC|Bank Of America Corp|NYSE|6021|NC|DE|560906609
1119700|BACL|Bioaccelerate Holdings Inc||2834|NY|NV|870504461
1181026|BAF|Blackrock Municipal Income Investment Quality Trust|NYSE||DE|DE|816105967
1133409|BAFI|Bancaffiliated Inc|OTC|6035|TX||752926393
949373|BAGL|Einstein Noah Restaurant Group Inc|NASDAQ|5812|CO|DE|133690261
1443646|BAH|Booz Allen Hamilton Holding Corp|NYSE|8742|VA|DE|
1474042|BALT|Baltic Trading LTD|NYSE|4412|NY|1T|
891919|BAMM|Books A Million Inc|NASDAQ|5940|AL|DE|630798460
1169770|BANC|Banc Of California Inc|NASDAQ|6021|CA|MD|43639825
760498|BANF|Bancfirst Corp|NASDAQ|6021|OK|OK|731221379
1481504|BANJ|Banjo & Matilda Inc|OTC|5940|FL||271519178
946673|BANR|Banner Corp|NASDAQ|6022|WA|WA|911691604
1578987|BANX|Stonecastle Financial Corp|NASDAQ||NY|DE|900934878
1086473|BANY|Banyan Corp||8011|CA|OR|841346327
764897|BARA|Banyan Rail Services Inc|OTC|4950|FL|DE|363361229
1295557|BARE|Bare Escentuals Inc|NASDAQ|2844|CA|DE|201062857
1109525|BARI|Bancorp Rhode Island Inc||6021|RI||50509802
1372334|BARS|Barton Solar Acquisition Inc||6770|MI|NV|205080271
878483|BARZ|Barra Inc|OTC|7370|CA|DE|942993326
1454124|BARZ|5barz International Inc|OTC|3080|WA||264343002
1109189|BAS|Basic Energy Services Inc|NYSE|1389|TX||542091194
720154|BASI|Bioanalytical Systems Inc|NASDAQ|8731|IN|IN|351345024
845851|BATP|Blackrock Advantage Term Trust Inc|||DE|MD|133504092
1068231|BATS|Bat Subsidiary Inc|||DE|MD|134027380
1519917|BATS|Bats Global Markets Inc|BATS|6200|KS|DE|113817385
1171689|BAWC|Asia Global Holdings Corp||5960|F4|NV|753026459
10456|BAX|Baxter International Inc|NYSE|3841|IL|DE|360781620
1134224|BAXS|Bruker Axs Inc|NASDAQ|3844|WI||391908020
1230355|BAXS|Baxano Surgical Inc|NASDAQ|3841|NC|DE|
1034594|BAYK|Bay Banks Of Virginia Inc|OTC|6022|VA|VA|541838100
1089787|BAYN|Bay National Corp|OTC|6021|MD||522176710
806175|BAYW|New Leaf Brands Inc||2086|NJ|NV|770125664
96287|BBA|Bombay Co Inc||5712|TX|DE|751475223
1018354|BBAL|New York Health Care Inc|OTC|8082|NY|NY|112636089
1106942|BBBB|Blackboard Inc||7372|DC|DE|522081178
1335792|BBBI|Birmingham Bloomfield Bancshares|OTC|6022|MI|MI|201132959
886158|BBBY|Bed Bath & Beyond Inc|NASDAQ|5700|NJ|NY|112250488
1128361|BBCN|BBCN Bancorp Inc|NASDAQ|6021|CA|DE|954170121
1178552|BBCZ|Bodisen Biotech Inc|OTC|2870|F4|DE|980381367
1021009|BBDC|Brantley Capital Corp|||OH|MD|341838462
1157004|BBDS|Geobio Energy Inc||2860|WA|CO|841153946
1357371|BBEP|Breitburn Energy Partners LP|NASDAQ|1311|CA|DE|743169953
1137392|BBF|Blackrock Municipal Income Investment Trust|NYSE||DE|DE|510409116
1172139|BBG|Bill Barrett Corp|NYSE|1311|CO|DE|800000545
1099160|BBGI|Beasley Broadcast Group Inc|NASDAQ|4832|FL|DE|650960915
1409477|BBGR|Beauty Brands Group Inc||6770|NY|FL|591213720
1085734|BBI|Blockbuster Inc|NYSE|7841|TX|DE|521655102
1126577|BBIC|Bluebook International Holding Co||7389|CA|DE|980125787
839439|BBJE|BBJ Environmental Technologies Inc||4922|FL|NV|651148155
1167467|BBK|Blackrock Municipal Bond Trust|NYSE||DE|DE|383645602
748268|BBLF|Broadleaf Capital Partners Inc||6153|NV|NV|880490034
1368637|BBLS|Rockdale Resources Corp|OTCBB|5020|TX|CO|861061005
1422109|BBLU|Blue Earth Inc|OTC|3531|NV|NV|980531496
1493683|BBN|Blackrock Build America Bond Trust|NYSE||DE|DE|
1381325|BBND|Bigband Networks Inc|NASDAQ|3663|CA|DE|43444278
1304740|BBNK|Bridge Capital Holdings|NASDAQ|6021|CA|CA|800123855
849547|BBOX|Black Box Corp|NASDAQ|3576|PA|DE|953086563
15840|BBR|Butler Manufacturing Co||3448|MO|DE|440188420
1396302|BBRD|Ark Development Inc|OTC|1311|TX||
1495479|BBRG|Bravo Brio Restaurant Group Inc|NASDAQ|5812|OH|OH|341566328
1176193|BBSE|Open Energy Corp||1311|A1|NV|980370750
902791|BBSI|Barrett Business Services Inc|NASDAQ|7363|WA|MD|520812977
92230|BBT|BB&T Corp|NYSE|6021|NC|NC|560939887
1009652|BBUC|Big Buck Brewery & Steakhouse Inc||5810|MI|MI|383196031
1415586|BBVVF|BBV Vietnam Sea Acquisition Corp|OTC|6770|Q1|1T|383763315
1113809|BBW|Build A Bear Workshop Inc|NYSE|5945|MO|DE|431883836
921768|BBX|BBX Capital Corp|NYSE|6035|FL|FL|650507804
764478|BBY|Best Buy Co Inc|NYSE|5731|MN|MN|410907483
14930|BC|Brunswick Corp|NYSE|3510|IL|DE|360848180
1383852|BCAE|Best Care Inc||8051|IL|NV|205659065
1365997|BCAR|Bank Of The Carolinas Corp|OTC|6021|NC|NC|204989192
814929|BCAS|Broadcaster Inc||7372|CA|CA|942862863
1228454|BCBP|BCB Bancorp Inc|NASDAQ|6035|NJ|DC|260065262
1328581|BCC|Boise Cascade Co|NYSE|5030|ID|DE|201496201
1509589|BCEI|Bonanza Creek Energy Inc|NYSE|1311|CO|DE|611630631
718916|BCF|Burlington Coat Factory Warehouse Corp|NYSE|5311|NJ|DE|221970303
1368893|BCF|Blackrock Real Asset Equity Trust|NYSE||DE|DE|
1170103|BCFT|Bancroft Uranium Inc||1000|AZ|NV|943409449
1012887|BCGI|Boston Communications Group Inc||4812|MA|MA|43026859
889285|BCHP|Blue Chip Computerware Inc||5045|NY|DE|133671526
1009405|BCII|Bone Care International Inc||2834|WI|WI|391527471
276400|BCIS|Bancinsurance Corp||6331|OH|OH|310790882
1181027|BCK|Blackrock California Insured Municipal Income Trust|NYSE||DE|DE|816105965
949721|BCKE|Brooklyn Cheesecake & Desert Com|OTC|2050|NJ|NY|133832215
1176196|BCL|Blackrock California Municipal Income Trust II|||DE|DE|10722234
1137883|BCLI|Brainstorm Cell Therapeutics Inc|OTCBB|2836|NY|DE|208133057
1381873|BCLR|Barclay Road Inc|OTC|2731|U3|WY|205571215
1496741|BCLX|Hydrophi Technologies Group Inc|OTC|7389|GA|FL|272880472
78890|BCO|Brinks Co|NYSE|4731|VA|VA|541317776
1103345|BCON|Beacon Power Corp||4911|MA|DE|43372365
1313275|BCOV|Brightcove Inc|NASDAQ|7374|MA|DE|201579162
1082084|BCP|Brooke Capital Corp|NYSE MKT|6311|KS|KS|481187574
9326|BCPC|Balchem Corp|NASDAQ|2800|NY|MD|132578432
9892|BCR|Bard C R Inc|NYSE|3841|NJ|NJ|221454160
919605|BCRA|Biocoral Inc|OTC|6510|I0|DE|330601504
1582086|BCRH|Blue Capital Reinsurance Holdings LTD|NYSE|6331|D0|D0|981120002
882796|BCRX|Biocryst Pharmaceuticals Inc|NASDAQ|2836|AL|DE|621413174
1052101|BCSB|BCSB Bankcorp Inc|NASDAQ|6035|MD||522108333
1391137|BCSB|BCSB Bancorp Inc|NASDAQ|6035|MD||261424764
1095600|BCSI|Blue Coat Systems Inc||3572|CA|DE|911715963
740726|BCST|Broadcast International Inc|OTC|7389|UT|UT|870395567
892789|BCT|Blackrock Broad Investment Grade 2009 Term Trust Inc|||DE|MD|133683683
351541|BCTI|BCT International Inc||5110|FL|DE|222358849
1099353|BCTS|BCT Subsidiary Inc|||DE|MD|134088372
9521|BCV|Bancroft Fund LTD|NYSE MKT||NJ|DE|42476994
1506289|BCX|Blackrock Resources & Commodities Strategy Trust|NYSE||DE|DE|
1310685|BCXP|Canam Uranium Corp||1000|A1|NV|
1399587|BCYP|Blue Calypso Inc|OTCBB|8200|TX|DE|208610073
1100124|BDAY|Celebrate Express Inc||5399|WA||911644428
1331301|BDBD|Boulder Brands Inc|NASDAQ|2000|NJ|DE|202949397
913142|BDC|Belden Inc|NYSE|3357|MO|DE|363601505
1179090|BDCG|Bondscom Group Inc|OTC|8742|NY|DE|383649127
1065598|BDCN|Digitaltown Inc||3570|MN|MN|411427445
793306|BDCO|Blue Dolphin Energy Co|OTC|1311|TX|DE|731268729
1022844|BDE|Brilliant Digital Entertainment Inc|NASDAQ|7372|CA|DE|954592204
1304069|BDE|Bois D Arc Energy Inc|NASDAQ|1311|TX|NV|201268553
30125|BDF|Cutwater Select Income Fund|||NY|DE|231745238
1418196|BDFHD|Park & Sell Corp||7389|A0|NV|
9534|BDG|Bandag Inc|NYSE ARCA|3011|IA|IA|420802143
846617|BDGE|Bridge Bancorp Inc|NASDAQ|6021|NY|NY|112934195
1332283|BDJ|Blackrock Enhanced Equity Dividend Trust|NYSE||DE|DE|
12355|BDK|Black & Decker Corp||3540|MD|MD|520248090
12040|BDL|Flanigans Enterprises Inc|NYSE MKT|5812|FL|FL|590877638
837472|BDLSQ|Boundless Corp||6770|TX|DE|133469637
948072|BDMS|Birner Dental Management Services Inc|NASDAQ|8000|CO|CO|841307044
790816|BDN|Brandywine Realty Trust|NYSE|6798|PA|MD|232413352
1019439|BDOG|Big Dog Holdings Inc||5651|CA|DE|521868665
1000683|BDR|Blonder Tongue Laboratories Inc|NYSE MKT|3663|NJ|DE|521611421
1103021|BDSI|Biodelivery Sciences International Inc|NASDAQ|2834|NC|DE|352089858
1277350|BDT|Blackrock Strategic Dividend Achievers Trust|NYSE||DE|DE|
1341259|BDTY|Bodytel Scientific Inc||3661|NV|NV|
1265316|BDV|Blackrock Dividend Achievers Trust|NYSE||DE|DE|
73048|BDVM|Broadview Institute Inc||8200|MN|MN|410641789
10795|BDX|Becton Dickinson & Co|NYSE|3841|NJ|NJ|220760120
864268|BDY|Bradley Pharmaceuticals Inc|NYSE|2834|NJ|DE|222581418
1113247|BE|Bearingpoint Inc|NYSE|8742|VA|DE|223680505
1122063|BEAC|Beacon Enterprise Solutions Group Inc|OTC|4813|KY|NV|810438093
1285206|BEAI|Oxford Media Inc||4813|CA|NV|
789073|BEAM|Beam Inc|NYSE|2080|IL|DE|133295276
912960|BEAR|Vermont Teddy Bear Co Inc||3942|VT|NY|30291679
1031798|BEAS|Bea Systems Inc||7372|CA|DE|770394711
1113784|BEAT|Cardionet Inc|NASDAQ|3841|PA|CA|330604557
1574774|BEAT|Biotelemetry Inc|NASDAQ|3841|PA|DE|462568498
861361|BEAV|B|NASDAQ|2531|FL|DE|61209796
1059272|BEBE|Bebe Stores Inc|NASDAQ|2330|CA|CA|942450490
840467|BEC|Beckman Coulter Inc||3826|CA|DE|951040600
1124941|BECN|Beacon Roofing Supply Inc|NASDAQ|5030|VA|DE|
910079|BED|Bedford Property Investors Inc|NYSE|6798|CA|MD|680306514
1057436|BEE|Strategic Hotels & Resorts Inc|NYSE|6798|IL||331082757
1432139|BEES|Beesfree Inc|OTC|5190|FL|NV|920189305
1041866|BEIQ|Bei Technologies Inc||3823|CA|DE|943274498
729580|BELFB|Bel Fuse Inc|NASDAQ|3677|NJ|NJ|221463699
900708|BELM|Bell Microproducts Inc|NASDAQ|5065|CA|CA|943057566
1399761|BELV|Belvedere Resources Corp||1000|A1|NV|980516432
1452164|BEMG|Beta Music Group Inc|OTC|3652|NY|FL|260582871
38777|BEN|Franklin Resources Inc|NYSE|6282|CA|DE|132670991
1307155|BEO|S&P 500 Covered Call Fund Inc|||NJ|MD|
1331948|BEO|Enhanced S&P 500 Covered Call Fund Inc|NYSE||NJ|MD|
895921|BEOSZ|Be Inc||7373|CA|CA|943123667
11544|BER|Berkley W R Corp|NYSE|6331|CT|DE|221867895
1438884|BER|Be Resources Inc||1090|NM|CO|421737182
759718|BERK|Berkshire Bancorp Inc|OTC|6022|NY|DE|942563513
1229089|BERX|Breitling Energy Corp|OTCBB|1311|TX|NV|880507007
919463|BERY|Berry Plastics Corp|NYSE|3089|IN|DE|351813706
1378992|BERY|Berry Plastics Group Inc|NYSE|3089|IN|DE|
1387983|BESN|RM Health International Inc||2000|NV||
1005214|BETM|American Wagering Inc||7990|NV|NV|880344658
1040441|BEV|Beverly Enterprises Inc|NYSE ARCA|8051|AR|DE|621691861
1020477|BEVI|Rotate Black Inc||2080|MI|NV|753225181
1034755|BEXP|Brigham Exploration Co|NASDAQ|1311|TX|DE|752692967
1397346|BEYS|Best Energy Services Inc||1400|TX|NV|20789714
1005502|BEYV|Energy King Inc||1700|CA||203161375
9342|BEZ|Baldor Electric Co||3621|AR|MO|430168840
1060559|BFAM|Bright Horizons Family Solutions Inc|NYSE|8351|MA|DE|621742957
1437578|BFAM|Bright Horizons Family Solutions Inc|NYSE|8351|MA|DE|
14693|BFB|Brown Forman Corp||2080|KY|DE|610143150
1302176|BFBC|Benjamin Franklin Bancorp Inc||6036|MA|MA|43336598
890514|BFC|Blackrock California Insured Municipal 2008 Term Trust Inc|||DE|MD|223184656
315858|BFCF|BFC Financial Corp|OTC|6035|FL|FL|592022148
948515|BFD|Bostonfed Bancorp Inc||6035|MA|DE|521940834
1386369|BFD|Blackrock Global Equity Income Trust|NYSE||NY|DE|
1401573|BFED|Beacon Federal Bancorp Inc|NASDAQ|6035|NY|MD|
814856|BFEN|BF Enterprises Inc||6552|CA|DE|943038456
1366925|BFFI|Ben Franklin Financial Inc|OTCBB|6035|IL|X1|
1448597|BFGC|Bullfrog Gold Corp|OTC|1000|CO|DE|412252162
1303942|BFIN|Bankfinancial Corp|NASDAQ|6035|IL||
1137393|BFK|Blackrock Municipal Income Trust|NYSE||DE|DE|510409115
1030896|BFLY|Bluefly Inc||5961|NY|DE|133612110
949228|BFNB|Beach First National Bancshares Inc||6021|SC|SC|581030117
1181249|BFO|Blackrock Florida Municipal 2020 Term Trust|NYSE||DE||
1370489|BFRE|Bluefire Renewables Inc|OTCBB|2860|CA|NV|204590982
1282393|BFRM|Bioform Medical Inc|NASDAQ|2834|CA||
907254|BFS|Saul Centers Inc|NYSE|6798|MD|MD|521833074
1310313|BFSB|Brooklyn Federal Bancorp Inc||6035|NY|X1|
1495648|BFSO|Buckeye Oil & Gas Inc||1311|NV|FL|272565276
770944|BFT|Bally Total Fitness Holding Corp|NYSE|7997|IL|DE|363228107
350200|BFTC|B Fast Corp|OTC|5172|PA|LA|720385274
1132809|BFUN|Bam Entertainment Inc||7372|CA||770553117
1176197|BFY|Blackrock New York Municipal Income Trust II|NYSE MKT||DE|DE|10722231
1137391|BFZ|Blackrock California Municipal Income Trust|NYSE||DE|DE|510409109
1144519|BG|Bunge LTD|NYSE|2070|NY||
768216|BGAT|Bluegate Corp|OTC|7389|TX|NV|870565948
1504234|BGB|Blackstone|NYSE||NY|DE|
1546429|BGB|Blackstone|NYSE||NY|DE|
1354213|BGBR|Big Bear Mining Corp|OTC|1400|AZ|NV|
886035|BGC|General Cable Corp|NYSE|3357|KY|DE|61398235
1094831|BGCP|BGC Partners Inc|NASDAQ|6200|NY|DE|134063515
1382519|BGCP|BGC Partners Inc|NASDAQ|6200|NY|DE|
1089272|BGCT|Big Cat Energy Corp||1040|WY||611500382
1444377|BGEM|Blue Gem Enterprise|OTC|1000|A7|NV|
714655|BGEN|Biogen Idec Ma Inc||2836|MA|MA|43002117
1278027|BGF|B&G Foods Inc|NYSE|2000|NJ|DE|133918742
1156388|BGFV|Big 5 Sporting Goods Corp|NASDAQ|5940|CA|DE|954388794
14195|BGG|Briggs & Stratton Corp|NYSE|3510|WI|WI|390182330
1359055|BGH|Buckeye GP Holdings LP|NYSE|4610|PA|DE|
1521404|BGH|Babson Capital Global Short Duration High Yield Fund|NYSE||NC|MA|
1119897|BGHM|Bingham Canyon Corp|OTCBB|6770|UT|NV|510292843
355590|BGII|Bgi Inc|OTC|6519|TX|OK|731092118
1174741|BGLA|China Properties Developments Inc||6552|F4||841595829
1407038|BGMD|BG Medicine Inc|NASDAQ|2835|MA|DE|43506204
1012466|BGMR|Bigmar Inc||2834|OH|DE|311445779
754128|BGNK|Barrister Global Services Network Inc||7373|NY|DE|161176561
940510|BGP|Borders Group Inc||5940|MI|MI|383294588
1306550|BGR|Blackrock Energy & Resources Trust|NYSE||DE|DE|
706777|BGRH|Berger Holdings LTD||3444|PA|PA|232160077
1160598|BGRN|Franchise Capital Corp||5812|CA|NV|980353403
1441362|BGSI|Autris|OTC|7812|CA|NV|510670127
1287480|BGT|Blackrock Floating Rate Income Trust|NYSE||NY||
1393299|BGY|Blackrock International Growth & Income Trust|NYSE||DE|DE|
801128|BHAG|Bha Group Inc||3564|MO|DE|431416730
743367|BHB|Harbor Bankshares Bar|NYSE MKT|6022|ME|ME|10393663
889608|BHB|Harbor Bankshares Corp|NYSE MKT|6022|MD|MD|521786341
1024321|BHBC|Beverly Hills Bancorp Inc|OTC|6022|CA|DE|931223879
857872|BHBH|Birch Branch Inc||6532|CO|CO|841124170
1165216|BHD|Blackrock Strategic Bond Trust|NYSE||DE|DE|412024432
863436|BHE|Benchmark Electronics Inc|NYSE|3672|TX|TX|742211011
808362|BHI|Baker Hughes Inc|NYSE|3533|TX|DE|760207995
912061|BHIP|Natural Health Trends Corp||5190|TX|DE|592705336
1160864|BHK|Blackrock Core Bond Trust|NYSE||DE|DE|522346891
1412914|BHL|Blackrock Defined Opportunity Credit Trust|NYSE||DE|DE|
1108134|BHLB|Berkshire Hills Bancorp Inc|NYSE|6036|MA|DE|43510455
11860|BHMSQ|Bethlehem Steel Corp||3312|PA|DE|240526133
1388319|BHRT|Bioheart Inc|OTC|8731|FL|FL|650945967
1202157|BHS|Brookfield Homes Corp|NYSE|1520|VA|DE|371446709
1169034|BHV|Blackrock Virginia Municipal Bond Trust|NYSE MKT||DE|DE|383645607
1349371|BHWX|Black Hawk Exploration|OTC|1040|||
